image,caption
2529116152_4331dabf50.jpg,A young man jumps on a table.
2529205842_bdcb49d65b.jpg,"Two high school basketball players reach to grab the ball, one falling to the floor."
2531837969_6f28637811.jpg,A man stands on the overhang of a cliff.
2531942624_c3c072064e.jpg,A young boy in a stripped shirt running down a sand dune.
2532262109_87429a2cae.jpg,A group of young women stand together.
2532294586_4cd76a837d.jpg,Little girl in pink is on a ride.
2533010184_ef2fd71297.jpg,A woman wearing a headscarf is near many tulips.
2533076864_d799996433.jpg,a woman with a shopping cart is rummaging through a trashcan.
2533414541_362bf043bb.jpg,Spectators watching white and blue race car passing by.
2533424347_cf2f84872b.jpg,A sponsored race car is spinning its tires on a track while being watched by spectators.
2533642917_a5eace85e6.jpg,A wet child standing in water.
2534194182_ac53035cf4.jpg,A marching band performs in an auditorium.
2534424894_ccd091fcb5.jpg,A little girl is jumping down a sandy hill.
2534502836_7a75305655.jpg,A small dog runs through a grassy field.
2534652796_c8a23288ab.jpg,Two children are hopping on inflatable balls.
2535746605_8124bf4e4f.jpg,The girl with a red coat is walking across the grass.
2537119659_fa01dd5de5.jpg,A little girl with black sunglasses drives a 4x4 red Jeep while a little boy stands in the background dressed in blue.
2537197415_af7c30dfc8.jpg,A child playing in an inflatable pool.
2537583012_4a358a6a8a.jpg,Two men are rollerskating on a sidewalk.
2538423833_d1f492d1fb.jpg,A toddler is petting the little white dog.
2538477523_1da77eb11c.jpg,A man chasing a young girl wearing a red white and blue skirt.
2539933563_17ff0758c7.jpg,A woman with glowing shoes at an outdoor event.
2540203582_9a9ac92a5d.jpg,A young girl in a helmet riding a skateboard down a sidewalk.
2540326842_bb26cec999.jpg,Five children and two adults standing side by side looking at animals in a cage.
2540360421_f7c2401da8.jpg,Shirtless man climbs a steep rock face.
2540750172_070250ece5.jpg,Several people are on a white boat.
2540751930_d71c7f5622.jpg,People meandering around in a grassy area with trees.
2540884723_03d60ef548.jpg,a woman wearing a pink jacket sitting on a staircase with a man wearing a grey hat sitting a few steps behind.
2541701582_0a651c380f.jpg,An older man and woman ride bikes on the boardwalk near the ocean.
2541901399_0a57f4cc76.jpg,A woman in a wheelchair and orange sweater follows a young boy in a park.
2542037086_58c833699c.jpg,A little girl sliding on her belly down a slide.
2542415282_9240e1b5fc.jpg,Two little girls make sandcastles in a sandbox.
2542662402_d781dd7f7c.jpg,A woman walking with a Sheltie through a competition obstacle course.
254295381_d98fa049f4.jpg,A dog jumps over the top of an obstacle.
2543017787_9720b4fa1c.jpg,A small child riding on a ring swing.
2543247940_083f1b7969.jpg,A white dog with a collar and leash is about to chew on a stick.
2543589122_ec3e55f434.jpg,A dog is splashing through water trying to catch ice in its mouth.
2543679402_9359e1ee4e.jpg,Man slumped in front of building.
2544246151_727427ee07.jpg,A young child with a red shirt is running in the grass.
2544426580_317b1f1f73.jpg,The little boy with the big brown eyes is touching the little car.
254475194_3d8f4dfd53.jpg,A man is watching his dog in his yard.
2545192257_142fe9e2de.jpg,two dogs are on the carpet in front of a cardboard box.
254527963_3f5824b0e8.jpg,A dog walking away at the beach.
2546667441_bbe87a6285.jpg,"Black dog on grass, sniffing the ground."
2547785434_f227bd3680.jpg,A small and gray dog chases a large bull who is jumping away from it.
2548777800_d7b9cf1c2b.jpg,The boy has orange paint on him.
254901702_67ada9867c.jpg,A man wearing a yellow jacket throws a yellow Frisbee.
2549968784_39bfbe44f9.jpg,A young child wearing blue goggles sits on a raft in a swimming pool.
2550011909_6b95f11330.jpg,Three children playing with sparklers.
2550109269_bc4262bd27.jpg,"A dog jumps on bed covered in pink, with hopes of playing with the ball in its mouth."
255091927_2eb643beb2.jpg,Two Asian men and Asian woman sit in black massage chairs.
255091930_aa2b5c0eb9.jpg,A man is cooking corn in a restaurant.
2551344688_17a12a6948.jpg,Man with white beard and glasses gives a thumbs up.
2551632823_0cb7dd779b.jpg,A man sitting on a ledge eating an apple.
2552438538_285a05b86c.jpg,"Three little boys, one wearing a cowboy hat look over a fence."
255266148_7ba7df1a88.jpg,The dog has a blue ball in its mouth.
2552723989_7bc93e0f7b.jpg,A young boy falls off his bike.
2552816307_c7c8e7f6b4.jpg,"Two dogs, one black the other brown and white, swim with a stick."
2553024095_735bc46267.jpg,Two young girls wearing dresses and bonnets stand next to a tree.
2553188198_da1123a723.jpg,Two dogs playing with a ball in a puddle.
255330891_86d65dfdbf.jpg,"A man, woman and dog walk down a paved road."
2553619107_d382a820f9.jpg,Man in yellow kayak falls in the rapids.
2554570943_122da6438f.jpg,a girl climbs up a red slide.
2555521861_fc36fd3ab0.jpg,A person in a harness is hanging above water making a spray with their feet.
2555535057_007501dae5.jpg,A puppy running along a street.
2555622234_3e531e4014.jpg,a shepherd breed dog running on the beach.
2555638166_2f0847d57d.jpg,three people play soccer in the sand.
2556392380_ee57514233.jpg,Little boy in a robe sits in a chair posing for the camera.
2557129157_074a5a3128.jpg,A young boy tilted forward in a child 's swing.
2557507575_b247f145bc.jpg,A golden dog runs through a field of tall grass.
2557922709_24d2a9655a.jpg,A girl with glasses next red white and blue flags.
2557972410_6925fe695c.jpg,Some children play hockey outside.
2558911884_856dfc3951.jpg,Three kids throwing water balloons.
2559503010_84f20b3bc9.jpg,The man is looking at watermelons for sale outside of a bank.
2559921948_06af25d566.jpg,A young boy in a yellow rash guard is walking on the shore carrying a surfboard.
2560278143_aa5110aa37.jpg,A young beagle playing in the grass.
2560388887_55abc9083d.jpg,"Several people are flying kites, with mountains in the background."
2561295656_4f21fba209.jpg,A swimmer wearing goggles and white cap is in the pool.
2561341745_2d77d3ff7d.jpg,The woman in the black coat is standing with a cigarette in her hand.
2561481438_447b852e4d.jpg,A dog playing in water.
2561751298_320eef38ec.jpg,Girl hangs up in midair by two bungee cords.
2561849813_ff9caa52ac.jpg,The baby sits on the sand in the front of the scene while the ocean is in the distance.
2562166462_b43b141d40.jpg,A man sitting on a bench between a tree and a bush.
2562347802_c049a2ba88.jpg,two dogs run across dry ground.
2562463210_d0dfd545ca.jpg,A young boy wearing Spider-Man water-wings at the edge of the pool.
2562483332_eb791a3ce5.jpg,Children on a red and yellow swing set.
256283122_a4ef4a17cb.jpg,"Dog jumps over owner to catch smilely faced Frisbee, while spectators in the park watch."
256292144_b53aadae27.jpg,A bulldog is running through a grassy park while people stand in the background.
256439287_990ac4a761.jpg,A woman pushes a man in a wheelchair; in the background is an arch.
256444892_efcb3bd824.jpg,A man and woman stand on the sidewalk of a busy street.
2564888404_b57f89d3c7.jpg,Two dogs running in the surf.
2565237642_bdd46d7cef.jpg,A red furred dog runs on an obstacle course.
2565350330_c7f305e7f7.jpg,"A well dressed man with a cane and a beard, sleeping under a tree in a park."
2565618804_8d7ed87389.jpg,A crowd watches from the background as a young male sits atop a round shaped water fountain.
2565657591_6c1cdfc092.jpg,A young child climbs an indoor rock climbing wall.
2565685680_c30972455d.jpg,The three black dogs are swimming very close to each other.
2565703445_dd6899bc0e.jpg,Man leaning on railing with lampost behind him.
2567035103_3511020c8f.jpg,Two dogs are running and barking at each other.
2567812221_30fb64f5e9.jpg,Two women walk there dogs at a dog show.
2570365455_41cc9a7d2b.jpg,Two young boys wearing collared shirts and baseball caps have their blue-tinted tongues stuck out.
2570559405_dc93007f76.jpg,Two dogs are looking through a rusty wire fence.
2571096893_694ce79768.jpg,A young child walks among fallen leaves.
2572101672_4d699c8713.jpg,The man in the black sweater is standing next to a green bird in a birdcage.
2573141440_28a762d537.jpg,Blue-eyed baby in toddler swing.
2573625591_70291c894a.jpg,Three dogs run away from a patch of non-grassy surface leaving one another dog behind.
2573667207_a1bf49befc.jpg,Man crouching on rocks by the ocean shore.
2574194729_1f099647ee.jpg,A white dog rushes down a dirt path surrounded by grass and trees.
2574230252_f5a1382dd4.jpg,A greenish dog runs through the water by several large rocks.
2574509968_e4692ae169.jpg,A woman wearing a white shirt stands on the street.
2578003921_e23b78e85f.jpg,Biker riding through the forest.
2578161080_e007c9177a.jpg,Several men are watching something through a fence.
2578289278_01516d23a0.jpg,A rodeo contestent being drug between two horses.
2578395598_6982734d46.jpg,A white dog running through the grass.
2578834476_118585730d.jpg,A person with a helmet is riding a bike i the grass and dirt.
2579266054_1ec58aa92f.jpg,"The roller coaster is going through a twist, turning the people upside down."
2579268572_d78f8436cb.jpg,People ride upside-down on a roller coaster.
2579460386_94c489028d.jpg,This dog is jumping through the water.
2579572274_826598b14a.jpg,A small child in an Izod shirt holds a cellphone to her ear.
2579899436_5086a33c7a.jpg,A little boy wearing a blue stiped shirt has a party hat on his head and is playing in a puddle.
2580215443_4e64afe3d5.jpg,A group of people stand in a line on the concrete tiles.
2581066814_179d28f306.jpg,The man leading cyclist through the city streets is butt naked.
2582390123_71120edb0c.jpg,A small grey dog is in the grass with a brown cow.
2584020755_14e2b3e8fc.jpg,A little boy is standing in front of a wedding party laughing.
2584412512_6767593f24.jpg,Two dogs are playing together.
2584487952_f70e5aa9bf.jpg,A dog is jumping in the air in a field of grass.
2585141045_b496a7b7c4.jpg,A woman holding a bubble wand for the child to blow bubbles from.
2586028627_ddd054d8cc.jpg,A small child wearing yellow rides his yellow bike in a city center.
2586532797_dcf22a5021.jpg,A black dog is holding a black bird in his mouth.
2586911841_41b7a48c91.jpg,"A young woman photographed mid-jump, in a fenced area."
2587017287_888c811b5a.jpg,A soaking wet dog walks across a stream.
2587818583_4aa8e7b174.jpg,Children playing in a ball pit.
2587846523_b177c9a3e3.jpg,A man has a yellow ball on a red stick.
2588625139_fdf6610218.jpg,Two children with hula-hoops.
2588927489_f4da2f11ec.jpg,Little boy takes photos outside.
2589241160_3832440850.jpg,Two dogs run toward each other.
2589308405_e208b5e745.jpg,Two girls are in a sack race.
2591110592_ef5f54f91c.jpg,Two girls holding a dress and looking at the ground.
2591455200_2319651f2f.jpg,Small girl in tunnel.
2592019072_a6c0090da4.jpg,A young girl waring pink shorts runs through grass.
2592711202_55f8c64495.jpg,Child in blue dress holding sandal in one hand and eating blue cotton candy with other hand.
259314892_a42b8af664.jpg,"Two dogs fighting in a forest, with the legs of two men in jeans in the background."
2593406865_ab98490c1f.jpg,a young skateboarder doing tricks in the air.
2593695271_4d9cc9bd6f.jpg,Young boys with backpacks walk down the street past a large bust of Buddha.
2594042571_2e4666507e.jpg,Boy in tan hat laughs while sitting near playground equipment.
2594336381_a93772823b.jpg,The little boy is laying back relaxing on the colorful blanket.
2594459477_8ca0121a9a.jpg,"A little girl stands in a puddle on the concrete, shrowded in darkness."
2594902417_f65d8866a8.jpg,Two brown dogs in a field.
2595102568_347f6d4b07.jpg,three asian people standing on a sidewalk with a street scene in the background.
2595186208_9b16fa0ee3.jpg,A black lab jumps off a dock into a pond.
2595713720_30534e8de2.jpg,A young girl wearing a pink cowboy hat holding a sheep on a leash.
2596100297_372bd0f739.jpg,Two kids play in shallow waves against a brilliant blue sky.
2596514158_c516e57974.jpg,Goggled boy jumping into the pool.
2596876977_b61ee7ee78.jpg,Two girls in a swimming pool.
2597308074_acacc12e1b.jpg,Boy flings mud at girl.
2597737483_6518a230e4.jpg,Boy sliding down the slide with outstretched arms.
2597873827_a5cb3e57ba.jpg,A little boy is posing on a stone wall outside.
2597958208_e03aa149c9.jpg,A young boy and girl playing.
2598012140_832863fcb9.jpg,A white dog in a red collar biting an orange tabby cat on a bed.
2598979962_c01811cfca.jpg,A woman swings at a tennis ball.
2599131872_65789d86d5.jpg,Two little blonde girls twirl their hair.
2599444370_9e40103027.jpg,Two black dogs are swimming in a pool.
2599903773_0f724d8f63.jpg,A young boy blows bubbles on a grassy lawn.
2600170955_bf30c5d5c0.jpg,Two boys play with a shopping cart in a parking lot.
2600386812_8790879d9a.jpg,The brown dog is in the waving water.
2600867924_cd502fc911.jpg,"Two dogs run and bark outdoors, one white and brown, one white and black."
2600883097_aca38cc146.jpg,Two dogs ankle-deep in water.
2601008162_f00eeb5c14.jpg,The child is holding a camera up close.
2601612082_4b9be27426.jpg,Some kids are wrestling on an inflatable raft.
260162669_c79a900afb.jpg,"A small, fluffy, grey dog is in the green grass."
2602083686_e8a1af69cf.jpg,Two woman wearing body paint ride bikes through a crowd.
2602085456_d1beebcb29.jpg,Naked woman covered in mud in crowd.
2602258549_7401a3cdae.jpg,A dimly lit room with several individuals including a young man and woman holding hands across a table.
2602279427_191773c9e2.jpg,A person with a yellow apron walking.
2602306033_2b3100d36b.jpg,Big black dog swimming in the ocean with something in his mouth.
2602415701_7674eb19e4.jpg,Five young boys with only trunks on are jumping into a swimming pool.
2602679255_785b851b46.jpg,A woman wearing a brown costume and fuzzy black wings is riding a bike.
2602866141_be9928408d.jpg,Boys are standing outside of a brick establishment whie one boy starts to run.
2603033456_3584d95116.jpg,A young boy wearing a white shirt is playing in the sea on a beach.
260392825_ea61660633.jpg,black man in red shirt with tie sitting on a bus.
2604305843_ebe3e8a328.jpg,Kid rides high on fair swing.
2604825598_593a825b5b.jpg,Two dogs are running through a field filled with logs.
260520547_944f9f4c91.jpg,People walking down trail beside water.
2606433181_f8f9d38579.jpg,Two white dogs run on the grass next to a road.
2607099736_8681f601d9.jpg,The person in the blue shorts is wearing black shoes with white stripes.
2607130765_97833d6ce1.jpg,Little kids run toward the goal while playing soccer.
2607383384_d9ce9de793.jpg,The women have pink bunny ears on their heads.
2607462776_78e639d891.jpg,A black dog jumps off of a pier into a lake.
260828892_7925d27865.jpg,A woman in a black dress is leaving footprints in the sand as she walks towards the ocean.
2608289957_044849f73e.jpg,Child holding plastic car sits on a tire.
260850192_fd03ea26f1.jpg,Someone is crawling under a large rock.
2609836649_b55831ed41.jpg,The brown and white dog swims in a swimming pool.
2609847254_0ec40c1cce.jpg,A young smiling girl wearing yellow in a crowd.
2609900643_c07bcb0bae.jpg,A young girl wearing a yellow shirt swings on a tree rope.
2610447973_89227ff978.jpg,Two people sit around a large fire.
2611651553_61f859837e.jpg,A topless woman with her face painted is covered in mud.
2612040125_0a93889f06.jpg,Two dogs chasing a toy in the air at the playground.
2612488996_9450de0e54.jpg,"A man holds a sign reading "" HOMELESS ANYTHING HELPS "" near a construction site."
2612608861_92beaa3d0b.jpg,Three children sitting on the ground.
2612949583_f45b3afe33.jpg,A small boy walks next to a group of four large birds.
2613021139_4b0dc3d4c8.jpg,The girl is happily swinging on a swing outside.
2613209320_edf6a2b7e9.jpg,A very wet brown dog is emerging from the water.
2613889835_6f50a3b83b.jpg,Two men are paddling their small canoes through the water.
2613920405_e91e6ebd7a.jpg,A man walks with a cow down a dirt sidewalk.
2613993276_3c365cca12.jpg,A little dog is bringing back a ball on an open grass field.
261490838_2f3ac98b12.jpg,A dog chasing a deer in a field with yellow flowers.
2615623392_ab2b9759ae.jpg,A woman swings a boy around outside a building.
2616009069_82561da2e5.jpg,Two dogs running through the grass.
2616284322_b13e7c344e.jpg,The number four dog ahead of other dogs.
2616561200_ea079f285a.jpg,A small dog chases a tennis ball on pavement.
2616673985_fa4354cc53.jpg,"A woman showing a long haired, large black pedigree dog at a dog show."
261737543_b8fdc24671.jpg,A man leaping from a rocky hill.
2618322793_5fb164d86a.jpg,A child in an orange shirt swings on a swing.
2618538137_44fffe10c4.jpg,A man on a skateboard poses with a dog.
261883591_3f2bca823c.jpg,"Man with hardhat in black jacket stands near a green trailer that says "" CHINA SHIPPING "" in a construction zone."
2618866067_07cbc83dc5.jpg,Dog with white collar yawning.
2619267133_53a5904ef4.jpg,a young boy wearing a cowboy hat and riding on a horse.
2619454551_c4bb726a85.jpg,A little dog looks at a tennis ball in the air and a parrot sits nearby.
2620113705_a8fa89b8f6.jpg,A white dog sits on a rocky lawn.
2621415349_ef1a7e73be.jpg,A man wearing sunglasses and a red hat is opening his mouth wide and eating a chip.
2621771656_09a620da6d.jpg,A group of people waiting outside a fenced in area.
2622517932_57c52c376f.jpg,A young child is kneeling and looking at a small creature inside a glass case.
2622624460_207dbcc4cf.jpg,A dog makes a large splash in the water while chasing a red ball.
2622971954_59f192922d.jpg,A man in a crowd raises his arms pleadingly.
2623560640_0445c9a138.jpg,Two boys stand in a cutting underneath a giant tree.
2623930900_b9df917b82.jpg,A man with poofy gray hair laughing.
2623939135_0cd02ffa5d.jpg,"A woman looking up towards a wide ring, she is holding over her head, a drink in her other hand."
2623982903_58ec7c5026.jpg,Race dogs midair while they run.
2624044128_641b38c0cf.jpg,Two little boys in capes walking on a path.
262439544_e71cd26b24.jpg,"A child wearing a red top and shorts, hangs upside down from a tree branch."
262446581_06ef7d9445.jpg,A man with a backpack sits on a fallen log by the river.
262570082_6364f58f33.jpg,The black dog win the fetching contest as it returns from the water.
2626158969_ac09aeb88d.jpg,A smiling boy floats in a pool.
262642489_f5c6b9e65b.jpg,The furry brown dog is swimming in the ocean.
2628331789_c7f7d90e5d.jpg,The lady catches the toddler in the pool.
2629027962_9cc3b46527.jpg,A young girl is putting her face in a cow cut-out at a farm.
2629294578_853a08bb43.jpg,Brown dog chases after yellow ball in park.
2629295654_59ea1472a1.jpg,A brown dog runs through a field.
2629334536_11f2d49e05.jpg,A young person wearing shorts and a blue top is swinging in a child protector seat.
2629402527_6dfc5c504b.jpg,A yellow dog running at his objective through a grassy area.
262963190_a78b799e89.jpg,"A man is overlooking a big, snowy mountain."
2630507245_bea4804288.jpg,The dog with the racing number is in mid-jump.
2631300484_be8621d17b.jpg,A little boy in a green shirt is holding a large snake.
2631625732_75b714e685.jpg,Three men kayaking with mountains in the background.
2632111399_b3c1630f8e.jpg,A child catcher reaching out his mitt to catch a ball.
263216826_acf868049c.jpg,The couple is sitting on a rock overlooking a valley.
263231469_e85c74f5fd.jpg,A young girl has her face covered with a traditional black scarf.
263233914_d25004e4cd.jpg,A young girl in a pool.
2632381125_de32bdfdf6.jpg,"Two dogs play tug of war with a disc, in knee-high water."
2633082074_32c85f532c.jpg,a young girl climbs a tree.
2633201394_ee4a7666ed.jpg,Dog is swimming through water with a piece of wood in its mouth.
2635023078_6dae04758f.jpg,Two young men in black jackets hanging out by a graffitied wall.
2635164923_2a774f7854.jpg,A young skateboarder on a ramp.
2635400219_2e1a984fd3.jpg,A woman in a headscarf and a boy wearing blue look to the right while sitting against a wall.
2635483351_bc1a8273aa.jpg,Two dogs are looking up at a person.
2635905544_dbc65d0622.jpg,Two small dogs playing in a grassy area with a large white and red striped ball.
2635938723_11b85e6763.jpg,Little boy eating a red Popsicle.
2636514498_01fcc5f501.jpg,A young child is playing with a stick at a playground.
2636876892_9353521a1c.jpg,Two dogs standing in the woods.
2637510448_4521cf6f29.jpg,Person in pink skis wearing skis on a slope.
2637904605_fc355816fc.jpg,A white and black dog leaps through long grass in a field.
2637959357_dd64a03efa.jpg,Doberman leaping through the water.
2638369467_8fc251595b.jpg,A young girl wearing white looks at the camera as she plays.
263850317_5bb3a18a08.jpg,A young woman in a black skirt and boots walks by stores.
263854883_0f320c1562.jpg,Two small dogs that look almost identical are playing in the grass.
2638981862_6b23833f37.jpg,Two young boys in suits wrestle.
2640000969_b5404a5143.jpg,The brown dog is jumping into the crystal-clear pool.
2640153227_57cf1a3d92.jpg,Little girl with blue eyes eating cookies.
2641288004_30ce961211.jpg,Border collie jumps in the air and catches a tennis ball.
2641770481_c98465ff35.jpg,A man wearing a red jacket standing beside a yellow canoe on some rocks with water in the background.
2642350864_099c0f2152.jpg,A young girl with a front tooth missing dressed in a plaid skirt and blue shirt riding on a shopping cart in a grocery store.
2642475077_69d19deb74.jpg,A young blonde woman wearing a hat and sunglasses talks on her cellphone.
2642688531_8fb68b2147.jpg,The little boy in the yellow tunnel is wearing a yellow shirt.
2643263887_a32ffb878f.jpg,A child reaches the bottom of an inflatable slide.
2643309379_2cde08516c.jpg,A woman in a black dress jumps on the grass.
2644326817_8f45080b87.jpg,Dog catching a red Frisbee.
2644920808_f5a214b744.jpg,A person standing on top of some rocks with the sky behind.
2646046871_c3a5dbb971.jpg,A child jumping in the air with his or her shirt flying open.
2646116932_232573f030.jpg,A young boy in a striped shirt is leaning against a tree while another child sits at a picnic table.
2646540383_343e1ec9a4.jpg,A boy wearing a blue swimsuit begins to slide down a water slide.
2646615552_3aeeb2473b.jpg,A young boy with blond hair is in a swimming pool.
2647049174_0fb47cee2e.jpg,A toddler eats dirt.
2647062476_5ef31ba867.jpg,Six women wait to use a port-o-john in a field.
2647394564_4843800cff.jpg,A small boy leaps from one bed to another.
2647593678_1fa3bb516c.jpg,Woman leading her small dog through an obstacle course.
2648310638_d6c576b5e4.jpg,Person in blue top and shorts wearing a cap standing on a road with mountain with trees in the background.
264859622_f3a00ab409.jpg,A young man is walking across a suspended rope at night.
264928854_d9e61f3a8e.jpg,Man on the phone in front of a neon sign.
2649406158_ded6be38de.jpg,a muzzled greyhound wearing the number five is running on a dog track.
2649705487_4605e879e9.jpg,A woman passing by the shore.
2650485780_29d89268d7.jpg,Six children in a row with small musical instruments.
2650568697_ffb79bf2ea.jpg,Two men sit together beside stone steps in an urban setting.
2651915425_7a58e862e9.jpg,"A smiling boy swims, with only his head above the water."
2652155912_8ba5426790.jpg,a red car is leaping through a ball of fire.
265223843_9ef21e1872.jpg,Parachuter in midair.
265223847_636ba039c1.jpg,Man parasails at night.
2652522323_9218afd8c2.jpg,A young woman and her daughter play with a blue and white beach ball in the grass.
2653552905_4301449235.jpg,Two men standing in front of a condominium building with grass and trees around.
2654514044_a70a6e2c21.jpg,A dog runs across a grassy lawn near some flowers.
2654943319_d17fee7800.jpg,A person grinding a ledge on a skateboard.
2655183854_5852790214.jpg,They are sitting on the edge of a fountain.
2655196158_5c878a4af0.jpg,A grey dog with blue eyes laying on a bright blue carpet while chewing on something.
265528702_8653eab9fa.jpg,A man with a beard and sunglasses is standing in front of tree-covered hills.
2655647656_ee450446ed.jpg,A young boy leaps onto a water toy while five people look on.
2656039837_f46b29af92.jpg,A young girl is about to attempt to hit a tennis ball.
2656688132_d93be870e0.jpg,A woman carrying a small black dog between her legs.
2656749876_e32495bd8c.jpg,Priest in black walking on sidewalk carrying a blue bag and talking on cellphone.
2656890977_7a9f0e4138.jpg,"A small boy, wearing shorts and no shirt, is running outdoors."
2656987333_80dcc82c05.jpg,Man with white cowboy hat on the ground behind a brown horse with both front legs off the ground.
2657301826_aab4c36e6c.jpg,A toddler with a blue scarf wrapped on his head plays with a wooden toy.
2657484284_daa07a3a1b.jpg,Two groups are canoeing on a river overlooking a mountain.
2657484970_610e18144f.jpg,Two people in a canoe on a river beside a forested mountain.
2657643451_b9ddb0b58f.jpg,"A woman and dog running down an asphalt, tree lined road."
2657663775_bc98bf67ac.jpg,The woman is wearing a purple shirt and runs on the beach.
2658009523_b49d611db8.jpg,Two brown dogs play on the sand by the water.
2658360285_a0ec74ef48.jpg,Some children stand outside a building.
2659183350_730951f740.jpg,A kid kicking a large ball while surrounded by other kids.
2661138991_d55aa0e5dc.jpg,A soldier is looking out of a window.
2661294481_b86058b504.jpg,a protest march is crossing the intersection of two streets near to a building with red awnings.
2661294969_1388b4738c.jpg,Three people in costumes stand on the back of a pickup truck.
2661437618_ca7a15f3cb.jpg,The little white and brown dog has his mouth wide open while trying to catch something.
2661489896_cc3425777e.jpg,a young boy wearing a hat dancing in the street.
2662570182_350baa020f.jpg,The little girl is driving the small blue car.
2662845514_8620aaee96.jpg,A martial artist breaks ice with a kick.
2662890367_382eaf83bd.jpg,A person lies in a grassy area near a building.
2664102751_d5a737a566.jpg,A man is in the desert a few feet off the ground holding onto strings of a parachute.
2664103423_c539f61016.jpg,The man crouched down as he held onto the parachute that was caught in the breeze.
2665461736_595c87f0a3.jpg,The adult cooks over the fire as the child looks on.
2665586311_9a5f4e3fbe.jpg,"Two girls, one running away from the wall."
2666078276_f7b3056997.jpg,The collared dog is jumping into the air.
2666179615_f05a9d8331.jpg,A woman in a red sweater raises her hand in a crowd.
2666205903_8d287669e1.jpg,A young oriential girl is standing above the crowd playing with a pinwheel.
2667015110_1670324a33.jpg,The boy wearing an orange sweater is carrying a book.
2667549961_57e5e2c0a5.jpg,"An infant is crawling on a wood floor, with a water bottle laying nearby."
267015208_d80b3eb94d.jpg,"In this plaza, we see a green VW beetle, a white sports coupe and many people looking at the autos."
2670560883_7e7b563092.jpg,Four young children playing on a stone bear with people in the background.
2670637584_d96efb8afa.jpg,A young girl sits on the forest floor and looks up through binoculars.
267164457_2e8b4d30aa.jpg,A person hikes down a snowy mountain.
2672354635_3a03f76486.jpg,Three dogs play with a ball on a field.
2672445419_251ce9419a.jpg,A young boy smiles as he hangs from monkey bars.
2672588619_3849930e99.jpg,Three children run on the walkway by the river.
2673148534_8daf0de833.jpg,A dog with all fours up in the air above the clover-filled grass.
2673564214_3a9598804f.jpg,Four children are playing on a bouncy castle.
2675190069_d5c3b2c876.jpg,The man and woman are sitting in the water.
2675397335_1dcdbd12f5.jpg,A dog runs through a field.
2675685200_0913d84d9b.jpg,A young boy sits at a table and eats as food is spilled all around.
2676015068_690b0fb2cd.jpg,Man with sunglasses sitting in shallow water.
2676184321_858eff416b.jpg,A young woman is outside in the snow wearing a hat.
2676648667_cb055b4fc6.jpg,This woman is sitting in a lawnchair on the sand.
2676649969_482caed129.jpg,An old person stands in a third world kitchen.
2676651833_3bb42bbb32.jpg,Children in summer clothes play on a turnaround in a sun-dappled park.
2676764246_c58205a365.jpg,Three greyhounds racing on a track.
2676937700_456134c7b5.jpg,"People walking on a sidewalk, with one carrying a female."
2677614492_792023b928.jpg,a brown and white dog jumping over a red and yellow pole.
2677656448_6b7e7702af.jpg,Small dog is paddling through the water in a pool.
267836606_bbea2267c8.jpg,a black dog is running with its mouth open across a grassy field.
2678612999_893ed671f8.jpg,"Three boys ( one in red, two in blue, play soccer."
2678798732_2998f9969c.jpg,A smiling photographer.
2679851489_a58780291e.jpg,a black dog runs through the dry grass.
2680619645_ab6645218d.jpg,An aggressive dog.
2680990587_eee6bd04fb.jpg,One boy is pushing another boy on a swing.
2681215810_00b0642f7b.jpg,A shirtless man playing football on a lawn.
2682194299_92005b26c6.jpg,A tri-colored dog is jumping over obstacles.
2682382530_f9f8fd1e89.jpg,A young man practices a martial art kicking skill in front of his home in the early morning.
268365231_a0acecdc45.jpg,Man and woman wearing black walk with arms around each other.
2683963310_20dcd5e566.jpg,A toddler in a diaper is playing in a sandbox near a shovel and other sand toys.
2683985894_167d267dcb.jpg,The woman dressed as a clown is performing outside for others.
2684323357_c7a6d05d05.jpg,A woman in a black shirt is sitting on her feet in a wooden chair.
2684489465_32ba1d0344.jpg,The white dog is jumping over hurdles.
2685752892_9d5cd7f274.jpg,A young man on a bike balances one wheel on the edge of a fountain in a city park.
2685788323_ceab14534a.jpg,Man at eatery getting ready to sit down.
268654674_d29e00b3d0.jpg,The couple pushed the strollers across the wood bridge and the dogs followed.
2687529141_edee32649e.jpg,Two men scantily clad performing acrobatic moves in front of a crowd.
2687539673_d54a8dc613.jpg,A toddler and a teenage girl jumping on a trampoline.
2688102742_885e578a3f.jpg,The woman stands looking at rows of magazines.
2688902319_52ceaf4a2a.jpg,"Older Asian man, wearing orange robes in urban area."
2689001252_e0016c89f0.jpg,The girl in yellow is laughing at the girl wearing orange whilst being watched by the girl in blue.
2689163361_4939875be5.jpg,"The girl is twirling long, colorful streamers."
2689491604_d8760f57b4.jpg,A small child is being splashed by water from an inflatable pool.
2690538407_7ca157be85.jpg,A little boy wearing a brown t-shirt is sucking on a pacifier with his hand in the air.
2690702549_cf81da8cf6.jpg,Four boys stand together with their arms bended to show their strength.
2691966747_cfa154982b.jpg,The small white dog is coming out of a blue tunnel.
2692635048_16c279ff9e.jpg,A doberman mix takes a break in the hay from playing with his ball.
2693425189_47740c22ed.jpg,A child with a water noodle.
2693539377_5442430f81.jpg,Two children swing around on a carnival ride.
269361490_a22ae818bf.jpg,Four teenagers in Gothic clothes are walking in a neighborhood.
